row_id,deberta_prob
453,0.441534
455,0.4479111
456,0.9758305
457,0.45245606
458,0.97868735
459,0.43333247
460,0.9791501
461,0.43858474
462,0.9807438
464,0.95050794
465,0.46052465
466,0.9796633
467,0.439998
469,0.43512216
470,0.77536887
472,0.9715395
473,0.4705148
476,0.96819365
477,0.4583024
478,0.9812057
479,0.432319
480,0.8641956
481,0.43151364
482,0.9770602
483,0.44824237
486,0.9709128
487,0.4589384
488,0.97669995
490,0.9782029
491,0.44361344
493,0.46012142
494,0.9772725
497,0.4522418
498,0.9825643
499,0.44392896
500,0.982114
501,0.45321757
502,0.9838367
503,0.4449607
504,0.7649593
505,0.4419632
507,0.43896478
509,0.45622605
511,0.44172457
512,0.98113614
513,0.44330075
514,0.95702106
515,0.4491599
517,0.4308005
518,0.9791241
519,0.4324436
520,0.92223316
521,0.44055077
522,0.9808429
523,0.4334589
524,0.96710515
525,0.45209953
526,0.9765534
527,0.45215568
528,0.9794073
529,0.43925852
530,0.9769702
532,0.9800045
534,0.9530381
535,0.47569552
536,0.9749418
537,0.44118765
538,0.97810465
539,0.43407977
540,0.98029023
541,0.4374223
544,0.9751786
545,0.46985626
546,0.98115885
548,0.72542965
549,0.45273933
550,0.9785438
551,0.44007483
552,0.98264664
553,0.4477816
554,0.97734755
555,0.47513294
556,0.94105387
557,0.44427076
558,0.4541877
559,0.98368305
560,0.9766207
561,0.44361997
562,0.9764531
563,0.97420686
564,0.97519547
567,0.98035425
568,0.9798365
569,0.9772205
570,0.9735685
571,0.9783172
572,0.9771063
573,0.46223536
574,0.9773507
575,0.9732719
576,0.9784499
577,0.45199504
578,0.9688091
580,0.9741354
581,0.4411795
582,0.97676814
583,0.9786441
584,0.9768794
585,0.43486935
586,0.98085165
587,0.98250234
588,0.9520568
590,0.5540452
591,0.97947305
592,0.9817368
593,0.44203132
596,0.97497386
597,0.978779
598,0.4530475
600,0.97681504
601,0.44419062
604,0.43511245
607,0.9712314
608,0.9668013
609,0.97784686
610,0.9781847
611,0.45449987
612,0.9729575
613,0.9799549
614,0.4403325
615,0.9840561
616,0.4325129
617,0.67204684
618,0.43257964
620,0.9803934
621,0.9767572
623,0.4513976
624,0.9772652
625,0.97875196
627,0.45204374
629,0.45315117
630,0.9090563
631,0.4643332
633,0.98016894
635,0.4484323
636,0.9781085
637,0.980475
639,0.96359944
640,0.4339911
641,0.9739096
642,0.44284445
643,0.9836495
644,0.44390905
645,0.9784636
646,0.43963733
647,0.4291723
648,0.4441423
649,0.46163714
650,0.43409798
651,0.46035853
652,0.98211426
656,0.43908006
657,0.45456704
658,0.45558828
659,0.4384805
660,0.44179723
661,0.97654736
662,0.97798187
663,0.9802127
665,0.43550533
667,0.44027293
669,0.44596344
670,0.9340348
671,0.9642678
673,0.97954994
674,0.45239967
675,0.4561114
676,0.45059773
677,0.9634389
679,0.95853716
680,0.9836044
681,0.4344061
682,0.43204838
683,0.9291206
685,0.9801514
686,0.97942936
687,0.47098127
688,0.4386047
690,0.44157162
691,0.97622764
692,0.9748902
693,0.9791059
694,0.97040266
695,0.46437737
697,0.44164425
698,0.9740999
699,0.9696517
700,0.9751119
704,0.44124314
705,0.4523892
706,0.4581606
707,0.8011031
710,0.98065615
711,0.6014125
713,0.43794805
715,0.95051366
716,0.97976035
717,0.9773835
719,0.4337305
720,0.45220685
721,0.44078916
723,0.44185486
724,0.9827001
725,0.9795083
726,0.9830872
727,0.97739714
729,0.44257426
730,0.43283755
731,0.43945134
732,0.4335021
733,0.4545096
734,0.97632545
735,0.9797117
736,0.9761286
737,0.7226519
739,0.42984256
740,0.45851997
742,0.4489387
743,0.976659
744,0.9770389
745,0.9803231
749,0.43448633
750,0.43030518
751,0.44937485
752,0.9758911
754,0.97663695
755,0.9758546
756,0.9824338
757,0.4521977
758,0.487113
759,0.4358296
761,0.9827649
762,0.9815391
763,0.98021084
765,0.9779643
766,0.44844118
768,0.4556183
769,0.4469953
770,0.46208155
771,0.9827047
772,0.97693574
773,0.9757087
775,0.98380405
779,0.44358003
780,0.4580733
781,0.97465104
782,0.9816465
783,0.98013353
784,0.80458736
785,0.97237444
787,0.45494443
789,0.43154192
790,0.4409213
791,0.9764825
792,0.9783467
793,0.97918653
795,0.97740984
796,0.44585493
797,0.4404875
798,0.43369296
799,0.45089704
800,0.4499217
801,0.9751245
803,0.9658106
804,0.9478878
805,0.45188743
807,0.43449372
808,0.4500171
809,0.9408402
810,0.9612226
811,0.9768569
812,0.97829413
813,0.94922006
814,0.4511458
816,0.4313607
817,0.44257426
819,0.9733762
821,0.95894593
824,0.44068328
825,0.44257945
826,0.45271432
827,0.4599813
828,0.97301924
829,0.9800039
830,0.97474617
831,0.97869545
832,0.9712459
833,0.43666855
835,0.4299286
836,0.44362035
837,0.4758269
838,0.9782602
839,0.9801032
840,0.9670479
842,0.54728967
843,0.47953323
844,0.46510956
845,0.4401525
846,0.9734095
847,0.9809167
848,0.9763164
849,0.4505739
850,0.4462479
851,0.4451064
852,0.43542898
853,0.9131205
854,0.9830877
855,0.9818817
858,0.44591704
859,0.4352736
860,0.9223707
861,0.9811467
862,0.97538847
863,0.96445125
864,0.5817385
866,0.4532901
868,0.47106296
869,0.97776204
870,0.972937
872,0.98040664
873,0.9526169
875,0.45344752
876,0.46204126
877,0.43433678
878,0.4468276
879,0.93232393
881,0.9779407
882,0.97987455
883,0.9389955
884,0.44397962
885,0.43890974
886,0.47891322
887,0.4551068
888,0.95240587
889,0.7994253
890,0.9764555
892,0.9609441
894,0.4356046
895,0.45978463
896,0.4399131
897,0.44692034
900,0.9748873
903,0.50226295
904,0.436924
905,0.4680678
906,0.45740485
907,0.44147247
909,0.94917154
910,0.87219435
911,0.9794321
912,0.6721138
913,0.4556184
914,0.4463002
915,0.44617388
916,0.44746807
917,0.46707958
918,0.95214385
919,0.93352664
920,0.49212903
921,0.96843094
924,0.4416152
925,0.48456395
927,0.46986485
928,0.9696051
929,0.7033954
930,0.76150393
931,0.9708829
932,0.7370611
933,0.46485335
934,0.4406161
935,0.44382972
936,0.45874363
938,0.8613722
939,0.96149826
940,0.54361844
941,0.4492676
942,0.5671931
943,0.44060636
944,0.46169946
945,0.9563854
946,0.824554
948,0.88253534
949,0.6738638
950,0.4849581
951,0.4394618
952,0.49427295
953,0.45773757
954,0.978454
956,0.95123976
957,0.9686013
960,0.45726937
961,0.5263802
962,0.8830056
964,0.50914496
965,0.4384633
966,0.4552563
968,0.4709035
969,0.67799276
970,0.95498204
971,0.5567439
972,0.52851135
973,0.44359672
974,0.46171805
975,0.61792624
976,0.9681123
977,0.97506624
978,0.977403
979,0.83640426
980,0.48154292
981,0.43945077
982,0.438547
983,0.51193523
984,0.51351213
986,0.6989304
987,0.47340754
989,0.4636714
990,0.46334672
993,0.9742164
995,0.92898047
996,0.4530653
997,0.44114944
998,0.87090087
999,0.7554061
1000,0.96490896
1001,0.9638813
1002,0.9446571
1003,0.63166076
1004,0.46064064
1005,0.6295669
1006,0.95219636
1008,0.9651518
1009,0.4337537
1011,0.47665557
1013,0.44785652
1015,0.50232726
1016,0.9290962
1017,0.4489541
1018,0.65224826
1019,0.4480203
1021,0.45508796
1022,0.4304919
1024,0.4532157
1025,0.48654264
1026,0.49664766
1028,0.44721958
1029,0.43961772
