row_id,label,deberta_prob,tfidf_xgb_prob,weighted_vote_prob,meta_prob
120,1,0.9647468,0.59806544,0.8180742559999999,0.95604117735232
121,1,0.94441444,0.9652848,0.952762584,0.9816687599620801
122,1,0.9838396,0.9940719,0.98793252,0.9880485289920917
124,1,0.95052344,0.82512593,0.900364436,0.973968744908026
125,0,0.4881418,0.50280076,0.49400538400000005,0.19378872238746217
129,1,0.97981894,0.9956976,0.986170404,0.9876786708655093
131,1,0.97466856,0.15037355,0.644950556,0.8640339930644605
133,1,0.9816902,0.8573125,0.93193912,0.9818918592728638
134,0,0.4365902,0.0046165786,0.26380075144,0.03391167231107384
135,1,0.97974867,0.9912634,0.984354562,0.9875110771256909
136,0,0.44452468,0.00446852,0.26850221599999996,0.03627766032442983
137,0,0.44820505,0.08125822,0.301426318,0.0464922783372129
138,1,0.97781223,0.9985902,0.986123418,0.9875653509710071
139,1,0.98096436,0.8042905,0.910294816,0.9787632299910081
141,1,0.97356004,0.8269804,0.914928184,0.9787877800378262
142,0,0.44897595,0.21921277,0.35707067800000003,0.06863791118053424
144,1,0.9618055,0.9942252,0.97477338,0.985514555260684
146,0,0.43234104,0.024649506,0.2692644264,0.03461730732941546
147,1,0.9777018,0.9891155,0.98226728,0.9872056852279911
148,1,0.7206583,0.28907365,0.5480244400000001,0.5015229232841615
149,0,0.4326762,0.043506853,0.2770084612,0.03662639664470787
150,1,0.9753796,0.9956743,0.98349748,0.9871896262282391
152,1,0.9790506,0.95035964,0.9675742159999999,0.9858489117066893
153,0,0.453095,0.0045086476,0.27366045904,0.03903362412098719
154,1,0.9783117,0.9961255,0.9854372200000001,0.9875305462268152
155,0,0.45795715,0.36053333,0.41898762199999995,0.1079304045143803
156,1,0.9812076,0.9900427,0.98474164,0.9876257119422616
158,1,0.9765062,0.7595258,0.8897140400000001,0.9748940342850815
160,0,0.44072884,0.0028119108,0.26556206832,0.03495459060447074
161,0,0.49502993,0.06674544,0.323716134,0.06607890794042387
162,1,0.9568696,0.9127504,0.9392219199999999,0.9808544714597613
163,1,0.9726136,0.89754796,0.9425873440000001,0.9825556898062388
165,0,0.4533753,0.02203269,0.28083825599999995,0.04111375866710009
166,0,0.443457,0.0030447156,0.26729208624,0.03580322119462403
168,1,0.97875893,0.729351,0.878995758,0.9731517084413427
169,1,0.97920495,0.4216099,0.75616693,0.936321264429901
170,0,0.44634598,0.6441264,0.525458148,0.2010247254425255
171,1,0.97693455,0.99742377,0.985130238,0.9874268819017159
172,0,0.45307937,0.006207993,0.27433081919999996,0.039216535068306586
173,0,0.44363233,0.0018086211,0.26690284644,0.0357312889190667
175,1,0.9818559,0.9911323,0.9855664599999999,0.9877346755773472
176,1,0.9830798,0.9432112,0.96713236,0.9860520517613584
177,1,0.97684765,0.9987656,0.9856148299999999,0.9874663118868244
178,1,0.967884,0.9871515,0.975591,0.9859788734718042
179,1,0.9777394,0.9787239,0.9781332,0.9868177140069587
180,1,0.97900575,0.9796952,0.97928153,0.9869996880020402
181,0,0.45880657,0.083501786,0.3086846564,0.051159942020921854
182,1,0.97047687,0.9961557,0.9807484019999999,0.986646941560872
183,0,0.43773693,0.002254375,0.263543908,0.03401695373582101
184,0,0.43595383,0.0008551995,0.2619143778,0.03336825451590062
185,0,0.44981807,0.008961741,0.2734755384,0.03844031554831374
186,0,0.44078994,0.012930499,0.2696461636,0.0359925075441197
187,1,0.948995,0.97355294,0.9588181760000001,0.9828016812045315
188,0,0.43359825,0.0006950993,0.26043698972,0.03268639510251232
189,0,0.45052332,0.012917073,0.2754808212,0.039107376786972244
190,1,0.9841659,0.023260286,0.5998036544,0.826222709474897
191,0,0.44626674,0.012641568,0.27281667119999997,0.037684519475286754
193,0,0.46775478,0.15247445,0.341642648,0.06674070989038705
194,1,0.9826215,0.99894756,0.989151924,0.9880904927013866
195,1,0.98192275,0.99800855,0.98835707,0.9879846070746254
197,0,0.4689722,0.008937824,0.2849584496,0.045228747169984165
198,1,0.9735073,0.9828672,0.9772512600000001,0.9864843436183051
199,1,0.89148897,0.5346292,0.748745062,0.9040794723108216
200,1,0.9839107,0.9970861,0.98918086,0.9881602617977021
201,0,0.45213503,0.006045883,0.2736993712,0.03888451282366736
202,0,0.45703167,0.6158459,0.5205573619999999,0.20286874197357882
203,0,0.43304288,0.0055329786,0.26203891943999996,0.03298245688110124
204,1,0.9819146,0.30285755,0.7102917799999999,0.9139183193365027
205,0,0.4711871,0.1285578,0.33413538,0.06429191386698853
206,1,0.9781506,0.6740504,0.85651052,0.9683883001547384
209,0,0.44679964,0.0016230119,0.26872898876,0.03669198364506832
210,0,0.4643044,0.0010296725,0.278994509,0.04251713524719192
212,1,0.94107026,0.9091452,0.928300236,0.9778104477412249
213,0,0.5437675,0.09646888,0.364848052,0.10630899694754554
214,0,0.44009522,0.010344576,0.26819496239999996,0.03551768259317593
215,1,0.97803986,0.9166609,0.953488276,0.9842574790787197
216,1,0.9790636,0.95196444,0.968223936,0.9859162859286479
217,0,0.45649296,0.028096916,0.28513454239999997,0.04294511143305189
218,0,0.44336125,0.011953516,0.2707981564,0.0366899252595276
219,1,0.9800152,0.8933464,0.94534768,0.9834450874675845
220,1,0.9789682,0.98430854,0.981104336,0.9871686322426163
221,1,0.96430415,0.9822688,0.97149001,0.9853269397015355
222,1,0.9213401,0.99068296,0.9490772439999999,0.9791821205615254
223,0,0.45697653,0.5025031,0.475187158,0.15411277338708848
224,0,0.46448123,0.2929758,0.395879058,0.09507721828200953
225,1,0.96458125,0.87202823,0.9275600419999999,0.9798619169431645
226,1,0.97321993,0.016364042,0.5904775748,0.8087267933151865
227,1,0.9824891,0.9739171,0.9790603,0.9871763587855917
228,1,0.9755058,0.8708662,0.93364996,0.9816248850602464
229,0,0.46762505,0.08752219,0.315583906,0.055709761850651726
231,1,0.9813276,0.9916904,0.98547272,0.9876977985811858
232,0,0.49655166,0.077779606,0.3290428384,0.06897369856595707
233,0,0.4572411,0.00432469,0.27607453600000004,0.04041473124444914
234,1,0.9833123,0.979645,0.98184538,0.9874786738330358
236,0,0.4499123,0.0039767153,0.27153806612,0.037931868864702234
237,1,0.9786789,0.97450364,0.977008796,0.9867642801807093
238,1,0.9420839,0.07533677,0.5953850479999999,0.792394994660735
239,1,0.9699683,0.987515,0.97698698,0.986246530225391
240,0,0.4549862,0.018781982,0.2805045128,0.04129971884148646
241,1,0.9812152,0.9798069,0.98065188,0.9872527402563309
243,1,0.9810543,0.34616402,0.727098188,0.922894506363031
244,1,0.97669387,0.94913125,0.965668822,0.9855029147579909
246,1,0.9834435,0.203581,0.6714985,0.8893052458932434
247,1,0.9762082,0.988669,0.98119252,0.9870205499243304
248,1,0.9340308,0.02346321,0.5698037640000001,0.7531143919391395
249,0,0.44323823,0.0006396284,0.26619878936,0.03549309601568296
250,1,0.98249626,0.9528044,0.970619516,0.9863658905007656
252,1,0.9759536,0.96306753,0.970799172,0.985987307072154
253,1,0.97570395,0.98843735,0.98079731,0.9869543847773089
254,1,0.9809879,0.8981577,0.94785582,0.9838120602523636
255,1,0.966072,0.010288068,0.5837584272,0.795842235034934
256,1,0.98342264,0.089999005,0.6260531859999999,0.8518294503042186
257,1,0.9831822,0.95606726,0.972336224,0.9865752650603916
260,1,0.9755452,0.8676413,0.93238364,0.9814591693518352
261,0,0.43878073,0.010309234,0.26739213159999997,0.035117170464585436
262,1,0.9650118,0.98810565,0.9742493400000001,0.9856622843338616
263,1,0.98224616,0.2560521,0.6917685359999999,0.9026971498014926
264,0,0.44961816,0.19717653,0.348641508,0.0649489754521548
265,1,0.98102576,0.9983688,0.9879629759999999,0.987902539196117
266,1,0.98272055,0.040733833,0.6059258632000001,0.8317010800556747
267,1,0.9809224,0.7142953,0.87427156,0.9724865495549728
268,0,0.44426903,0.107429914,0.3095333836,0.048398199216323774
269,1,0.9556819,0.98011714,0.965455996,0.9840810374721535
270,0,0.4529271,0.047008883,0.2905598132,0.04394583044780583
272,0,0.45129055,0.012138818,0.2756298572,0.03927716930118021
273,0,0.45614168,0.12220524,0.322567104,0.0557276834248596
274,0,0.47359756,0.018613948,0.29160411519999996,0.04832625303670255
275,1,0.95565647,0.42437983,0.743145814,0.9232631091740774
276,1,0.98156744,0.881463,0.941525664,0.9830958205876292
277,1,0.9771145,0.9736205,0.9757169,0.9865474755808197
279,0,0.4488067,0.02182219,0.278012896,0.039523072924962786
280,1,0.9789444,0.9798182,0.97929392,0.9869973574469033
281,0,0.45354342,0.006404267,0.27468775879999996,0.039393678257162994
282,0,0.46186838,0.774523,0.5869302279999999,0.2976857367832766
283,1,0.9805002,0.66019416,0.852377784,0.9677710713965949
284,1,0.98248047,0.95601827,0.97189559,0.9864907106460497
285,0,0.44120586,0.0057117455,0.2670082142,0.035387830721270636
286,0,0.4403664,0.0035402605,0.2656359442,0.03491858416464326
287,0,0.51175535,0.08724365,0.34195067,0.08017812343861266
290,1,0.9778921,0.97594166,0.977111924,0.9867284501381262
291,1,0.97281736,0.91040367,0.947851884,0.9832226347273496
292,1,0.97205484,0.8383419,0.918569664,0.9792013822319688
293,0,0.5802642,0.12747274,0.399147616,0.15261843701486402
294,1,0.9781019,0.8667022,0.93354202,0.9818177922941437
295,0,0.4348517,0.007937097,0.2640858588,0.03372763258663742
296,1,0.979018,0.72410744,0.8770537760000001,0.9728061462143658
297,1,0.97183007,0.9206082,0.951341322,0.9835703601667266
298,1,0.96684843,0.9881031,0.9753502980000001,0.9858904387305335
299,1,0.98085207,0.9969157,0.987277522,0.9878328048292346
300,0,0.46872833,0.0017997255,0.28195688820000003,0.04423821875278263
301,0,0.49485686,0.91506064,0.6629383719999999,0.46204739752958535
302,0,0.493633,0.92632985,0.66671174,0.46760355452099184
303,0,0.76155967,0.012075024,0.4617658116,0.39006987886984745
305,1,0.9711845,0.99697423,0.981500392,0.9867608515534043
306,1,0.7797931,0.11281499,0.513001856,0.5028108815366882
308,1,0.8605305,0.79707736,0.835149244,0.939448295936661
309,1,0.97650576,0.9919911,0.982699896,0.9871787025392176
311,1,0.9014474,0.76869875,0.84834794,0.9535101608295515
312,1,0.93596375,0.013485565,0.5669724759999999,0.7508302399432129
313,0,0.7026236,0.108947545,0.465153178,0.3353308786389099
314,0,0.6071906,0.4472494,0.54321412,0.3696049100058264
316,0,0.47596496,0.053547863,0.3069981212,0.05435167217455016
317,1,0.45763367,0.0071642743,0.27744591172,0.04087645843884916
318,0,0.6119541,0.075440735,0.39734875399999997,0.16987305525158328
319,0,0.48127577,0.77607954,0.599197278,0.3358746405412058
321,0,0.8598982,0.008205233,0.5192210131999999,0.6018680681995277
322,0,0.92136073,0.5545014,0.774616998,0.92868715637402
323,0,0.47699344,0.008692994,0.28967326159999995,0.048367081828121807
324,0,0.44660017,0.00061421,0.268205786,0.03652486038594413
325,0,0.48659566,0.008194561,0.2952352204,0.05236584456596577
326,0,0.46946234,0.035252832,0.2957785368,0.04889699671749391
327,0,0.44959873,0.046214987,0.28824523280000003,0.04262733219390953
328,0,0.5065746,0.023338627,0.31328021079999996,0.06452341982457
329,0,0.48405588,0.078054294,0.3216552456,0.06223887381507628
330,0,0.56802756,0.0679828,0.368009656,0.11942873925803785
331,0,0.46464655,0.43530586,0.45291027399999995,0.1379305386968557
332,0,0.4401715,0.0176252,0.27115298,0.036283084772497774
333,0,0.573429,0.99436027,0.741801508,0.6852197924666118
334,0,0.4702455,0.008715676,0.2856335704,0.04569011078224246
336,0,0.93323016,0.51866925,0.767405796,0.928667134791954
338,1,0.60336775,0.5157209,0.56830901,0.409465709314756
339,1,0.94938195,0.98576236,0.963934114,0.9834548355790367
341,1,0.9729144,0.9857619,0.9780534,0.9865278516261973
343,1,0.97746587,0.84725857,0.92538295,0.9806603771348621
344,1,0.97836375,0.9938193,0.98454597,0.9874523635558471
345,1,0.9605115,0.008832636,0.5798399543999999,0.7869996811875393
347,1,0.9794169,0.9975049,0.9866521000000001,0.9877000485179483
348,1,0.98056364,0.975441,0.978514584,0.9870161278322344
349,1,0.9796735,0.9955896,0.98603994,0.9876590967613297
350,1,0.8681688,0.9870837,0.9157347599999999,0.966721499373949
351,1,0.9425716,0.13829471,0.620860844,0.8218794933480934
352,1,0.9822004,0.9983429,0.9886573999999999,0.9880254413404544
353,1,0.9770761,0.93867385,0.9617152,0.9851061258605314
355,1,0.97625345,0.97716004,0.9766160859999999,0.9865844572626381
357,1,0.93597555,0.9888228,0.95711445,0.9815696815055887
358,1,0.9704973,0.9996069,0.98214114,0.9867825321402935
359,1,0.92917275,0.97329694,0.946822426,0.9795505596005414
360,1,0.9489174,0.9960532,0.96777172,0.9838755520246873
361,1,0.97899354,0.3572016,0.730276764,0.9239014003369198
362,1,0.9740104,0.9626683,0.96947356,0.9857307996365916
363,1,0.97807693,0.9887162,0.9823326379999999,0.987232804386801
364,1,0.9676464,0.9970368,0.97940256,0.9863473126920167
365,1,0.9806788,0.98197997,0.981199268,0.9872734162984788
366,1,0.9652555,0.84579325,0.9174706,0.9784062954154564
369,1,0.9704735,0.9976814,0.98135666,0.9867056096676451
371,1,0.9755598,0.95666325,0.9680011799999999,0.9856751503441871
372,1,0.962558,0.9773645,0.9684806,0.9848880355023651
375,1,0.98046136,0.97990376,0.98023832,0.9871719867479051
376,1,0.97972244,0.86082315,0.9321627239999999,0.9817651047892262
378,1,0.9761019,0.99904805,0.98528036,0.9873945908542385
379,1,0.95511687,0.9665468,0.959688842,0.9833610370345405
380,1,0.9821416,0.99813133,0.988537492,0.9880118966056392
381,1,0.96929115,0.9934637,0.9789601699999999,0.9864018449995966
382,1,0.9759997,0.9973755,0.98455002,0.9873218094060301
384,1,0.97887933,0.5158806,0.7936798380000001,0.950865627215767
386,0,0.47735503,0.5146617,0.49227769800000004,0.18448303402440538
387,0,0.5570459,0.015874097,0.3405771788,0.09546746777016747
388,0,0.64322853,0.13264024,0.438993214,0.24215869693451622
389,0,0.44927183,0.07801452,0.300768906,0.046488040431804725
390,0,0.4580516,0.0837347,0.30832484,0.0508691713589124
391,0,0.48861858,0.3692013,0.440851668,0.1400647828471489
392,0,0.4516301,0.3701644,0.41904381999999996,0.10529008421471059
393,0,0.47616264,0.036782343,0.3004105212,0.05195562204115088
396,0,0.47100785,0.14075859,0.33890814599999997,0.06638879736873364
397,0,0.475158,0.36706656,0.431921424,0.12560918898176027
398,0,0.46574312,0.014504903,0.28524783319999997,0.04470356923652241
399,0,0.46224618,0.011351853,0.28188844919999995,0.04301455526914847
401,0,0.4734856,0.38152185,0.43670010000000004,0.12868784526299906
402,0,0.486175,0.4367266,0.46639564,0.16279532420424508
404,0,0.46293032,0.11148643,0.322352764,0.057252548684249276
405,0,0.47638166,0.6670861,0.552663436,0.2599825335248957
406,0,0.47859004,0.010869693,0.2915019012,0.04932232977634282
407,0,0.47660613,0.011738144,0.2906589356,0.04862242459808589
408,1,0.92075306,0.97566074,0.942716132,0.9781501063398632
410,1,0.9781757,0.9815749,0.9795353800000001,0.9869762820817038
411,0,0.4363588,0.015501421,0.2680158484,0.0349084080095855
412,1,0.979031,0.997157,0.9862814,0.9876459300303972
413,0,0.4391097,0.0005077234,0.26366890936,0.0342485487863213
414,1,0.9817209,0.93272525,0.9621226399999999,0.9854492381687701
415,0,0.44257388,0.0016047951,0.26618624604,0.03538894439328572
416,1,0.97380847,0.7181711,0.8715535219999999,0.9710704788110996
417,0,0.45940077,0.73556906,0.569868086,0.26994132221690886
418,1,0.9818287,0.9955354,0.98731138,0.9878878773292186
419,0,0.47122115,0.6135177,0.52813977,0.22277961570855487
420,1,0.9710104,0.8908577,0.9389493200000001,0.9819648426033601
421,0,0.4394828,0.71044827,0.5478689880000001,0.22348984928693225
422,1,0.98173034,0.35577312,0.731347452,0.925299316237637
423,0,0.45056415,0.003919864,0.2719064356,0.03813714704603335
424,1,0.97643864,0.98818076,0.9811354880000001,0.9870282973190646
425,0,0.4333172,0.015127701,0.2660414004,0.03397527518445975
426,1,0.91047645,0.9605027,0.9304869499999999,0.9750530634628388
427,0,0.45414066,0.39971328,0.43236970799999996,0.11603595161805262
428,1,0.9780266,0.8473718,0.9257646799999999,0.980760709110783
429,0,0.44428897,0.031628385,0.279224736,0.039101246954036294
430,1,0.9331515,0.055295542,0.5820091168,0.7687439400817939
431,0,0.4493085,0.0008699399,0.26993307596,0.03740623773013279
432,1,0.9422632,0.53716314,0.780223176,0.9370808691082119
433,0,0.45026758,0.0052067884,0.27224326336,0.03817974864354382
434,1,0.97854096,0.98721504,0.9820105920000001,0.9872289315777145
438,1,0.94569033,0.99468046,0.965286382,0.9833493627479108
440,1,0.97514206,0.72211486,0.87393118,0.9717215778217061
442,1,0.9793026,0.57586604,0.817927976,0.9586399696060259
445,0,0.43495262,0.08951493,0.296777544,0.04253274411996666
447,0,0.44145143,0.0022899648,0.26578684391999996,0.03511917631314547
448,1,0.9784775,0.90394795,0.94866568,0.9837290059153297
449,0,0.43676054,0.015327052,0.26818714479999994,0.03501122517271289
450,1,0.9799448,0.9942234,0.98565624,0.9876393580676127
451,0,0.51746696,0.011413636,0.3150456304,0.06833233256341299
452,1,0.9778861,0.55608183,0.809164392,0.9557392847353392
453,0,0.441534,0.0016530321,0.26558161284,0.035080443948429976
455,0,0.4479111,0.62047476,0.516936564,0.192216112049949
456,1,0.9758305,0.96955025,0.9733184,0.9862338114410759
457,0,0.45245606,0.3351387,0.40552911599999997,0.0965991242832952
458,1,0.97868735,0.6826018,0.8602531299999999,0.9692920467301692
459,0,0.43333247,0.08559045,0.294235662,0.041489729233124516
460,1,0.9791501,0.964149,0.97314966,0.9864161681065734
461,0,0.43858474,0.97453225,0.652963744,0.3832503483364634
462,1,0.9807438,0.99021846,0.984533664,0.9875817174700179
464,1,0.95050794,0.20220578,0.651187076,0.8566420140842211
465,0,0.46052465,0.040081717,0.29234747679999995,0.04596104089389782
466,1,0.9796633,0.9871868,0.9826727,0.9873527159230366
467,0,0.439998,0.040824406,0.2803285624,0.038691672915660884
469,0,0.43512216,0.0077363146,0.26416782183999993,0.033786543643779435
470,1,0.77536887,0.5285394,0.6766370820000001,0.7678448106672967
472,1,0.9715395,0.90416855,0.9445911199999999,0.9827258308408392
473,0,0.4705148,0.20761907,0.36535650799999997,0.07936378418767648
476,1,0.96819365,0.9818449,0.97365415,0.9857996769791174
477,0,0.4583024,0.008741285,0.27847795399999997,0.04129292998413247
478,1,0.9812057,0.9814565,0.98130602,0.9873126710246725
479,0,0.432319,0.006212472,0.26187638879999997,0.032841913559997625
480,1,0.8641956,0.74613863,0.8169728119999999,0.9324083747450632
481,0,0.43151364,0.0080070235,0.2621109934,0.03278306304920338
482,1,0.9770602,0.95695543,0.9690182920000001,0.9858737134744859
483,0,0.44824237,0.07229599,0.297863818,0.045350592442430844
486,1,0.9709128,0.59344083,0.819924012,0.9577339163770591
487,0,0.4589384,0.0023579875,0.276306235,0.04077512813019408
488,1,0.97669995,0.96798855,0.97321539,0.9862759459508116
490,1,0.9782029,0.99904877,0.986541248,0.9876243187109283
491,0,0.44361344,0.5628367,0.49130274399999996,0.16199057378131612
493,0,0.46012142,0.11137232,0.32062177999999997,0.05590567158180837
494,1,0.9772725,0.72256017,0.8753875679999998,0.972271266864009
497,0,0.4522418,0.08063463,0.303598932,0.048020479437968756
498,1,0.9825643,0.6221988,0.8384180999999999,0.9647207928090071
499,0,0.44392896,0.065872364,0.2927063216,0.04293968358539148
500,1,0.982114,0.9741639,0.97893396,0.9871434268146885
501,0,0.45321757,0.0007239256,0.27222011224,0.0386580873662518
502,1,0.9838367,0.91079223,0.9546189119999999,0.9847772434743679
503,0,0.4449607,0.003913565,0.268541846,0.03635573077031618
504,1,0.7649593,0.2111012,0.54341606,0.5421928949875785
505,0,0.4419632,0.03396285,0.27876306,0.0385882081213633
507,0,0.43896478,0.016234178,0.2698725392,0.035769379129506056
509,0,0.45622605,0.0006744585,0.2740054134,0.03965586788332905
511,0,0.44172457,0.0069957348,0.26783303591999996,0.03567495798597686
512,1,0.98113614,0.99254155,0.985698304,0.987707627513493
513,0,0.44330075,0.2111012,0.35042092999999996,0.06404428346612395
514,1,0.95702106,0.3155213,0.700421156,0.8983550378197901
515,0,0.4491599,0.022068819,0.2783234676,0.03966974806984726
517,0,0.4308005,0.004365674,0.2602265696,0.032246919179280686
518,1,0.9791241,0.23608765,0.68190952,0.8948339022853327
519,0,0.4324436,0.21663886,0.346121704,0.05941673040585164
520,1,0.92223316,0.728638,0.844795096,0.9563615057407128
521,0,0.44055077,0.0027386253,0.26542591212,0.034894117636918486
522,1,0.9808429,0.996031,0.98691814,0.9878004742744564
523,0,0.4334589,0.034233928,0.27376891119999996,0.035914474773321096
524,1,0.96710515,0.25878793,0.683778262,0.8910397194657631
525,0,0.45209953,0.0054487707,0.27343922628,0.03880711569590307
526,1,0.9765534,0.8528084,0.9270554,0.9808163015252463
527,0,0.45215568,0.036131557,0.2857460308,0.04234146770582415
528,1,0.9794073,0.06957111,0.6154728239999999,0.8393335881493924
529,0,0.43925852,0.0027386253,0.26465056212,0.034510420086761674
530,1,0.9769702,0.22141144,0.674746696,0.8888244305294384
532,1,0.9800045,0.990877,0.9843535,0.9875250039756555
534,1,0.9530381,0.29838377,0.6911763679999999,0.8902513344035098
535,0,0.47569552,0.4824818,0.478410032,0.16857891471146244
536,1,0.9749418,0.9189776,0.9525561199999999,0.9839344632904737
