row_id,tfidf_xgb_prob
287,0.08724365
290,0.97594166
291,0.91040367
292,0.8383419
293,0.12747274
294,0.8667022
295,0.007937097
296,0.72410744
297,0.9206082
298,0.9881031
299,0.9969157
300,0.0017997255
301,0.91506064
302,0.92632985
303,0.012075024
305,0.99697423
306,0.11281499
308,0.79707736
309,0.9919911
311,0.76869875
312,0.013485565
313,0.108947545
314,0.4472494
316,0.053547863
317,0.0071642743
318,0.075440735
319,0.77607954
321,0.008205233
322,0.5545014
323,0.008692994
324,0.00061421
325,0.008194561
326,0.035252832
327,0.046214987
328,0.023338627
329,0.078054294
330,0.0679828
331,0.43530586
332,0.0176252
333,0.99436027
334,0.008715676
336,0.51866925
338,0.5157209
339,0.98576236
341,0.9857619
343,0.84725857
344,0.9938193
345,0.008832636
347,0.9975049
348,0.975441
349,0.9955896
350,0.9870837
351,0.13829471
352,0.9983429
353,0.93867385
355,0.97716004
357,0.9888228
358,0.9996069
359,0.97329694
360,0.9960532
361,0.3572016
362,0.9626683
363,0.9887162
364,0.9970368
365,0.98197997
366,0.84579325
369,0.9976814
371,0.95666325
372,0.9773645
375,0.97990376
376,0.86082315
378,0.99904805
379,0.9665468
380,0.99813133
381,0.9934637
382,0.9973755
384,0.5158806
386,0.5146617
387,0.015874097
388,0.13264024
389,0.07801452
390,0.0837347
391,0.3692013
392,0.3701644
393,0.036782343
396,0.14075859
397,0.36706656
398,0.014504903
399,0.011351853
401,0.38152185
402,0.4367266
404,0.11148643
405,0.6670861
406,0.010869693
407,0.011738144
408,0.97566074
410,0.9815749
411,0.015501421
412,0.997157
413,0.0005077234
414,0.93272525
415,0.0016047951
416,0.7181711
417,0.73556906
418,0.9955354
419,0.6135177
420,0.8908577
421,0.71044827
422,0.35577312
423,0.003919864
424,0.98818076
425,0.015127701
426,0.9605027
427,0.39971328
428,0.8473718
429,0.031628385
430,0.055295542
431,0.0008699399
432,0.53716314
433,0.0052067884
434,0.98721504
438,0.99468046
440,0.72211486
442,0.57586604
445,0.08951493
447,0.0022899648
448,0.90394795
449,0.015327052
450,0.9942234
451,0.011413636
452,0.55608183
453,0.0016530321
455,0.62047476
456,0.96955025
457,0.3351387
458,0.6826018
459,0.08559045
460,0.964149
461,0.97453225
462,0.99021846
464,0.20220578
465,0.040081717
466,0.9871868
467,0.040824406
469,0.0077363146
470,0.5285394
472,0.90416855
473,0.20761907
476,0.9818449
477,0.008741285
478,0.9814565
479,0.006212472
480,0.74613863
481,0.0080070235
482,0.95695543
483,0.07229599
486,0.59344083
487,0.0023579875
488,0.96798855
490,0.99904877
491,0.5628367
493,0.11137232
494,0.72256017
497,0.08063463
498,0.6221988
499,0.065872364
500,0.9741639
501,0.0007239256
502,0.91079223
503,0.003913565
504,0.2111012
505,0.03396285
507,0.016234178
509,0.0006744585
511,0.0069957348
512,0.99254155
513,0.2111012
514,0.3155213
515,0.022068819
517,0.004365674
518,0.23608765
519,0.21663886
520,0.728638
521,0.0027386253
522,0.996031
523,0.034233928
524,0.25878793
525,0.0054487707
526,0.8528084
527,0.036131557
528,0.06957111
529,0.0027386253
530,0.22141144
532,0.990877
534,0.29838377
535,0.4824818
536,0.9189776
537,0.012669172
538,0.98972976
539,0.014161498
540,0.9855597
541,0.0007261567
544,0.9863987
545,0.013262363
546,0.4471205
548,0.03192191
549,0.06801781
550,0.96114296
551,0.008426617
552,0.99711823
553,0.009882337
554,0.96753246
555,0.18400514
556,0.98146594
557,0.0028188936
558,0.008299993
559,0.2823811
560,0.9618118
561,0.0063438797
562,0.97967094
563,0.99434197
564,0.9926519
567,0.8470666
568,0.9051998
569,0.95633596
570,0.98307186
571,0.9986571
572,0.43162343
573,0.020335188
574,0.93029946
575,0.10144025
576,0.49600658
577,0.004439479
578,0.6787264
580,0.14732286
581,0.024415882
582,0.9867073
583,0.2118005
584,0.9858673
585,0.02769558
586,0.52700335
587,0.99632275
588,0.99654406
590,0.5341286
591,0.9978671
592,0.92918915
593,0.006101092
596,0.009858082
597,0.9701581
598,0.0019885937
600,0.5758195
601,0.0033331725
604,0.012532504
607,0.8950275
608,0.950816
609,0.95932835
610,0.95347834
611,0.0064502014
612,0.966954
613,0.80221653
614,0.008545348
615,0.9973724
616,0.018618591
617,0.52358294
618,0.030539047
620,0.0364707
621,0.3715733
623,0.006045883
624,0.99657506
625,0.995773
627,0.0061026276
629,0.0009179242
630,0.014955914
631,0.034987368
633,0.84334654
635,0.14980718
636,0.9121454
637,0.97190654
639,0.082110435
640,0.04816854
641,0.88496155
642,0.030890586
643,0.9614946
644,0.011868489
645,0.9901923
646,0.6237557
647,0.001220565
648,0.02164386
649,0.19069497
650,0.20624143
651,0.10021974
652,0.9939553
656,0.0004600732
657,0.007348748
658,0.08752219
659,0.0012954127
660,0.00308361
661,0.8191726
662,0.9894405
663,0.8787344
665,0.13264024
667,0.4046028
669,0.009491293
670,0.32157543
671,0.777998
673,0.64579517
674,0.3351387
675,0.11328748
676,0.037988745
677,0.98390263
679,0.29302627
680,0.26975486
681,0.7431412
682,0.0018873869
683,0.105225235
685,0.92408574
686,0.9102386
687,0.25071537
688,0.035967354
690,0.009759648
691,0.3450515
692,0.61587375
693,0.62921315
694,0.6570943
695,0.113248326
697,0.06270345
698,0.9518462
699,0.7372366
700,0.9309255
704,0.041867573
705,0.0047179237
706,0.11137232
707,0.88051766
710,0.9249937
711,0.7118372
713,0.035967354
715,0.6441264
716,0.8849932
717,0.087102324
719,0.0077363146
720,0.03723742
721,0.0011070753
723,0.034453962
724,0.6387869
725,0.9754549
726,0.907252
727,0.3457933
729,0.045988128
730,0.039277054
731,0.008765239
732,0.21663886
733,0.04318834
734,0.61587375
735,0.7277473
736,0.632465
737,0.2111012
739,0.0029480935
740,0.1217959
742,0.0040485524
743,0.22804575
744,0.607248
745,0.8611632
749,0.031645987
750,0.0029480935
751,0.036131557
752,0.6135177
754,0.95738745
755,0.84579873
756,0.94635767
757,0.0008018444
758,0.2568961
759,0.015815763
761,0.7494946
762,0.6441264
763,0.88673455
765,0.61587375
766,0.0007990912
768,0.08180337
769,0.052382197
770,0.21989055
771,0.876167
772,0.84579873
773,0.8959576
775,0.78940076
779,0.008765239
780,0.12277177
781,0.85435957
782,0.7769326
783,0.05006566
784,0.6441264
785,0.91332036
787,0.022496382
789,0.107429914
790,0.55216944
791,0.9828765
792,0.81582355
793,0.94726646
795,0.8191726
796,0.00088873
797,0.08424371
798,0.3687733
799,0.010841144
800,0.0052067884
801,0.8855211
803,0.6265014
804,0.82381076
805,0.0996206
807,0.21663886
808,0.10230169
809,0.7670666
810,0.6135177
811,0.61587375
812,0.6135177
813,0.8096649
814,0.009122969
816,0.0811533
817,0.27338377
819,0.66882074
821,0.61587375
824,0.0011070753
825,0.022068819
826,0.40057492
827,0.0996206
828,0.85387206
829,0.90670735
830,0.6135177
831,0.6135177
832,0.63700396
833,0.015327052
835,0.21704514
836,0.031628385
837,0.33565784
838,0.8550573
839,0.93009615
840,0.62705797
842,0.6135177
843,0.61587375
844,0.06877376
845,0.021971552
846,0.97396
847,0.90416855
848,0.7499619
849,0.21989055
850,0.6135177
851,0.6441264
852,0.018613642
853,0.61587375
854,0.80276036
855,0.83592063
858,0.06877376
859,0.014572406
860,0.35849607
861,0.8808198
862,0.6135177
863,0.61587375
864,0.6441264
866,0.6441264
868,0.61587375
869,0.8522136
870,0.61587375
872,0.6441264
873,0.61587375
875,0.6441264
876,0.61587375
877,0.25879255
878,0.6135177
879,0.6135177
881,0.6135177
882,0.6441264
883,0.61587375
884,0.6441264
885,0.6135177
886,0.61587375
887,0.025779827
888,0.6556987
889,0.8159904
890,0.61587375
892,0.6135177
894,0.13264024
895,0.025803538
896,0.6441264
897,0.63469464
900,0.6135177
903,0.30273828
904,0.018613642
905,0.61587375
906,0.61587375
907,0.2111012
909,0.61587375
910,0.7250584
911,0.6939639
912,0.70329285
913,0.6135177
914,0.6441264
915,0.6490476
916,0.021971552
917,0.6135177
918,0.61587375
919,0.02759189
920,0.6135177
921,0.6441264
924,0.021971552
925,0.61587375
927,0.025803538
928,0.8295839
929,0.6441264
930,0.6135177
931,0.6135177
932,0.61587375
933,0.025239076
934,0.1779165
935,0.23411007
936,0.11328748
938,0.6135177
939,0.6135177
940,0.6441264
941,0.025239076
942,0.6441264
943,0.021971552
944,0.61587375
945,0.6441264
946,0.61587375
948,0.6135177
949,0.6135177
950,0.6135177
951,0.6135177
952,0.61587375
953,0.17442434
954,0.741371
956,0.61587375
957,0.6135177
960,0.61587375
961,0.6135177
962,0.6135177
964,0.61587375
965,0.30525613
966,0.6441264
968,0.6135177
969,0.6135177
970,0.61587375
971,0.61587375
972,0.45564884
973,0.6135177
974,0.61587375
975,0.6135177
976,0.61587375
977,0.6441264
978,0.75655234
979,0.6135177
980,0.61587375
981,0.6441264
982,0.6441264
983,0.7706851
984,0.6441264
986,0.61587375
987,0.61587375
989,0.30525613
990,0.6135177
993,0.6441264
995,0.61587375
996,0.6135177
997,0.6441264
998,0.6135177
999,0.6441264
1000,0.61587375
1001,0.6441264
1002,0.6135177
1003,0.6441264
1004,0.6441264
1005,0.6135177
1006,0.61587375
1008,0.61587375
1009,0.6441264
1011,0.61587375
1013,0.6135177
1015,0.61587375
1016,0.6441264
1017,0.6135177
1018,0.6441264
1019,0.021971552
1021,0.6135177
1022,0.01603828
1024,0.6135177
1025,0.4632394
1026,0.1730715
1028,0.6441264
1029,0.021971552
